,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
b'2992',b'466137483',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/8f/d8/8fd8cb56cfc4579c1783786cc06b5c8f_best.jpg',"b""Men's blue Gucci silk diamond polka dot embroidered tie.""",b'TheRealReal',b'_polkadot',b'_silk',b'False'
b'2993',b'466137484',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/3c/27/3c27d14f938d061b825fa88524e7df37_best.jpg',"b""Men's grapefruit Gucci silk chain link embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'2994',b'466137485',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/92/b5/92b5acdb25305617f3516495c27633d6_best.jpg',"b""Men's merlot and red Gucci silk GG embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'2995',b'466137486',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/3e/4b/3e4b73bbeb23654d3e409de684ff4c76_best.jpg',"b""Men's black and white Gucci silk embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'2996',b'466137487',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/d2/d3/d2d307608d259c7dfbc350419a69624a_best.jpg',"b""Men's merlot Gucci silk striped and GG embroidered tie.""",b'TheRealReal',b'_striped',b'_silk',b'False'
b'2997',b'466137488',b'50.0',b'Gucci Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/47/e5/47e5910fe6cc056a062f46b10417237d_best.jpg',"b""Men's dark brown and purple Gucci silk micro GG embroidered tie.""",b'TheRealReal',b'unknown',b'_silk',b'False'
b'3143',b'436980583',b'98.05',b'Gucci Vintage printed tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/c3/fb/c3fb8e0327d0cbee1d266f77f7b5dd17_best.jpg',b'Brown silk tie from Gucci featuring a multicolour belt and bracelets print. Please note that vintage items are not new and therefore might have minor imperfections.',b'farfetch.com',b'_print',b'_silk',b'False'
b'3197',b'450757977',b'145.85',b'Gucci checked tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/2d/ef/2def0e13f2b179cbf91243407b12601f_best.jpg',b'Blue and black silk tie from Gucci featuring a check pattern and a pointed tip.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'3211',b'444128211',b'111.12',b'Gucci Vintage patterned tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/23/f1/23f14506127aa5dc6c07aad355a016ae_best.jpg',"b'Red silk patterned tie from Gucci Vintage featuring a pointed tip. The size is generous, pick a size down. Please note that vintage items are not new and therefore might have minor imperfections. From 1970.'",b'farfetch.com',b'unknown',b'_silk',b'False'
b'3236',b'450757998',b'145.85',b'Gucci geometric jacquard tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ae/ac/aeac6513185ffa66d7bf140dfdd5565c_best.jpg',b'Blue silk geometric jacquard tie from Gucci featuring a pointed tip.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'3283',b'333792293',b'84.65',b'Gucci Vintage Paisley tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/ed/ae/edaed863bcf09c7cd2a8ac1ee1956577_best.jpg',"b'Chocolate brown silk vintage tie from Gucci Vintage featuring a paisley embossed print. Please note that vintage items are not new but are often between 1985 and the end of 90 \xcc\x81s, and therefore will always have minor imperfections, even when the items have been used and worn with love and care.'",b'farfetch.com',b'_print',b'_silk',b'False'
b'3294',b'457958957',b'151.26',b'Gucci classic tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/80/b3/80b3df96cdf7868490e0747b6a65eefc_best.jpg',b'Blue silk classic tie from Gucci featuring a branded rear patch and an embroidered logo to the rear.',b'farfetch.com',b'unknown',b'_silk',b'False'
b'3313',b'436981704',b'98.05',"b""Gucci Vintage 'Middle Ages' printed tie""",b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/2b/e2/2be2fab36419b83598bfdac25b07f75b_best.jpg',"b""Burgundy 'Middle Ages' silk tie from Gucci featuring a green and yellow floral print. Please note that vintage items are not new and therefore might have minor imperfections.""",b'farfetch.com',b'_print',b'_silk',b'False'
b'3379',b'458360274',b'150.02',b'Gucci printed tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/be/74/be748395544cab4a30987c090cd46c13_best.jpg',"b'Blue and burgundy silk printed tie from Gucci featuring branded rear patch, a printed logo to the rear and a polka dot pattern.'",b'farfetch.com',b'_print',b'_silk',b'False'
b'3394',b'458360341',b'150.02',b'Gucci geometric print tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/29/65/2965c65dafbc7cd6403d3adb87e5f782_best.jpg',b'Grey and red silk geometric print tie from Gucci featuring a pointed tip and a printed logo.',b'farfetch.com',b'_print',b'_silk',b'False'
b'3587',b'464127529',b'200.0',b'Gucci Linen and Silk-Blend Tie',b'1242',b'Gucci',b'http://bim.shopstyle.com/pim/80/4b/804b904a2aec0fd17045c808c74b3509_best.jpg',"b'Lift formal attire with this handsome sky-blue tie by Gucci. The luxurious combination of linen and silk creates a sleek and subtly nuanced texture that will add distinction to sharp tailoring. Shown here with a Charvet shirt . <ul> <li>Sky-blue linen and silk-blend tie</li> <li>55% linen, 45% silk</li> <li>Dry clean</li> <li>Made in Italy</li> </ul>'",b'MR PORTER',b'unknown',b'_silk',b'False'
